dataset,it,size,implementation,step,t,clusters
subsample_it_2_size_125000,2,125000,jl32,NormalizeData,5.85360022,24
subsample_it_2_size_125000,2,125000,jl32,FindVariableFeatures,3.924062786,24
subsample_it_2_size_125000,2,125000,jl32,ScaleData,1.129263849,24
subsample_it_2_size_125000,2,125000,jl32,RunPCA,62.566070382,24
subsample_it_2_size_125000,2,125000,jl32,FindNeighbors,5.35680826,24
subsample_it_2_size_125000,2,125000,jl32,FindClusters,77.453711178,24
subsample_it_2_size_125000,2,125000,jl32,RunUMAP,320.673496288,24
subsample_it_2_size_125000,2,125000,jl32,FindAllMarkers,144.993174244,24
subsample_it_2_size_125000,2,125000,py,CreateSeuratObject,8.609354232,19
subsample_it_2_size_125000,2,125000,py,NormalizeData,6.229796427,19
subsample_it_2_size_125000,2,125000,py,FindVariableFeatures,24.771055443,19
subsample_it_2_size_125000,2,125000,py,ScaleData,3.141376059,19
subsample_it_2_size_125000,2,125000,py,RunPCA,33.921596449,19
subsample_it_2_size_125000,2,125000,py,FindNeighbors,19.680225626,19
subsample_it_2_size_125000,2,125000,py,FindClusters,31.39635133,19
subsample_it_2_size_125000,2,125000,py,RunUMAP,391.873257461,19
subsample_it_2_size_125000,2,125000,py,FindAllMarkers,2639.491184575,19
subsample_it_2_size_125000,2,125000,jl32_opt,CreateSeuratObject,9.87732045,26
subsample_it_2_size_125000,2,125000,jl32_opt,NormalizeData,5.759331643,26
subsample_it_2_size_125000,2,125000,jl32_opt,FindVariableFeatures,3.710692369,26
subsample_it_2_size_125000,2,125000,jl32_opt,ScaleData,0.918835877,26
subsample_it_2_size_125000,2,125000,jl32_opt,RunPCA,16.445397737,26
subsample_it_2_size_125000,2,125000,jl32_opt,FindNeighbors,5.263869854,26
subsample_it_2_size_125000,2,125000,jl32_opt,FindClusters,56.197309419,26
subsample_it_2_size_125000,2,125000,jl32_opt,RunUMAP,220.993102192,26
subsample_it_2_size_125000,2,125000,jl32_opt,FindAllMarkers,59.520538649,26
subsample_it_2_size_125000,2,125000,jl_opt,CreateSeuratObject,9.913907627,24
subsample_it_2_size_125000,2,125000,jl_opt,NormalizeData,6.849557996,24
subsample_it_2_size_125000,2,125000,jl_opt,FindVariableFeatures,3.923911356,24
subsample_it_2_size_125000,2,125000,jl_opt,ScaleData,1.074956135,24
subsample_it_2_size_125000,2,125000,jl_opt,RunPCA,20.017594047,24
subsample_it_2_size_125000,2,125000,jl_opt,FindNeighbors,5.539225252,24
subsample_it_2_size_125000,2,125000,jl_opt,FindClusters,63.888384096,24
subsample_it_2_size_125000,2,125000,jl_opt,RunUMAP,237.852629704,24
subsample_it_2_size_125000,2,125000,jl_opt,FindAllMarkers,50.268026334,24
subsample_it_2_size_25000,2,25000,R,CreateSeuratObject,6.303751074,20
subsample_it_2_size_25000,2,25000,R,NormalizeData,1.975253947,20
subsample_it_2_size_25000,2,25000,R,FindVariableFeatures,10.972720763,20
subsample_it_2_size_25000,2,25000,R,ScaleData,2.235451734,20
subsample_it_2_size_25000,2,25000,R,RunPCA,25.622348105,20
subsample_it_2_size_25000,2,25000,R,FindNeighbors,6.717900381,20
subsample_it_2_size_25000,2,25000,R,FindClusters,5.184907519,20
subsample_it_2_size_25000,2,25000,R,RunUMAP,46.975636312,20
subsample_it_2_size_25000,2,25000,R,FindAllMarkers,789.127883124,20
subsample_it_2_size_25000,2,25000,jl,CreateSeuratObject,1.291586639,21
subsample_it_2_size_25000,2,25000,jl,NormalizeData,1.348483783,21
subsample_it_2_size_25000,2,25000,jl,FindVariableFeatures,0.861125499,21
subsample_it_2_size_25000,2,25000,jl,ScaleData,0.099996019,21
subsample_it_2_size_25000,2,25000,jl,RunPCA,18.355327044,21
subsample_it_2_size_25000,2,25000,jl,FindNeighbors,1.074454262,21
subsample_it_2_size_25000,2,25000,jl,FindClusters,4.78908001,21
subsample_it_2_size_25000,2,25000,jl,RunUMAP,66.332185865,21
subsample_it_2_size_25000,2,25000,jl,FindAllMarkers,32.926387503,21
subsample_it_2_size_25000,2,25000,jl32,CreateSeuratObject,3.571386533,21
subsample_it_2_size_25000,2,25000,jl32,NormalizeData,1.1484729,21
subsample_it_2_size_25000,2,25000,jl32,FindVariableFeatures,0.854118373,21
subsample_it_2_size_25000,2,25000,jl32,ScaleData,0.115959917,21
subsample_it_2_size_25000,2,25000,jl32,RunPCA,11.009976363,21
subsample_it_2_size_25000,2,25000,jl32,FindNeighbors,0.703914971,21
subsample_it_2_size_25000,2,25000,jl32,FindClusters,3.974179453,21
subsample_it_2_size_25000,2,25000,jl32,RunUMAP,61.498484256,21
subsample_it_2_size_25000,2,25000,jl32,FindAllMarkers,31.041457231,21
subsample_it_2_size_25000,2,25000,py,CreateSeuratObject,1.703269593,15
subsample_it_2_size_25000,2,25000,py,NormalizeData,1.232349113,15
subsample_it_2_size_25000,2,25000,py,FindVariableFeatures,5.040955199,15
subsample_it_2_size_25000,2,25000,py,ScaleData,0.644936218,15
subsample_it_2_size_25000,2,25000,py,RunPCA,6.276013207,15
subsample_it_2_size_25000,2,25000,py,FindNeighbors,4.193105374,15
subsample_it_2_size_25000,2,25000,py,FindClusters,3.523931964,15
subsample_it_2_size_25000,2,25000,py,RunUMAP,72.152736385,15
subsample_it_2_size_25000,2,25000,py,FindAllMarkers,348.878156381,15
subsample_it_2_size_25000,2,25000,jl32_opt,CreateSeuratObject,2.611397819,22
subsample_it_2_size_25000,2,25000,jl32_opt,NormalizeData,1.196188016,22
subsample_it_2_size_25000,2,25000,jl32_opt,FindVariableFeatures,0.763700726,22
subsample_it_2_size_25000,2,25000,jl32_opt,ScaleData,0.098687699,22
subsample_it_2_size_25000,2,25000,jl32_opt,RunPCA,2.81230722,22
subsample_it_2_size_25000,2,25000,jl32_opt,FindNeighbors,0.683888928,22
subsample_it_2_size_25000,2,25000,jl32_opt,FindClusters,4.510448787,22
subsample_it_2_size_25000,2,25000,jl32_opt,RunUMAP,41.505339136,22
subsample_it_2_size_25000,2,25000,jl32_opt,FindAllMarkers,10.28569677,22
subsample_it_2_size_25000,2,25000,jl_opt,CreateSeuratObject,4.83480143,21
subsample_it_2_size_25000,2,25000,jl_opt,NormalizeData,1.657736091,21
subsample_it_2_size_25000,2,25000,jl_opt,FindVariableFeatures,0.906385174,21
subsample_it_2_size_25000,2,25000,jl_opt,ScaleData,0.143414858,21
subsample_it_2_size_25000,2,25000,jl_opt,RunPCA,3.853962818,21
subsample_it_2_size_25000,2,25000,jl_opt,FindNeighbors,0.752790899,21
subsample_it_2_size_25000,2,25000,jl_opt,FindClusters,4.571066571,21
subsample_it_2_size_25000,2,25000,jl_opt,RunUMAP,44.684553692,21
subsample_it_2_size_25000,2,25000,jl_opt,FindAllMarkers,9.961198396,21
subsample_it_2_size_250000,2,250000,R,CreateSeuratObject,91.689655983,27
subsample_it_2_size_250000,2,250000,R,NormalizeData,33.910318904,27
subsample_it_2_size_250000,2,250000,R,FindVariableFeatures,105.020739015,27
subsample_it_2_size_250000,2,250000,R,ScaleData,30.559130678,27
subsample_it_2_size_250000,2,250000,R,RunPCA,362.540344011,27
subsample_it_2_size_250000,2,250000,R,FindNeighbors,87.311824482,27
subsample_it_2_size_250000,2,250000,R,FindClusters,280.749378294,27
subsample_it_2_size_250000,2,250000,R,RunUMAP,579.231343778,27
subsample_it_2_size_250000,2,250000,R,FindAllMarkers,31977.247789865,27
subsample_it_2_size_250000,2,250000,jl,CreateSeuratObject,18.412872682,25
subsample_it_2_size_250000,2,250000,jl,NormalizeData,13.713091648,25
subsample_it_2_size_250000,2,250000,jl,FindVariableFeatures,7.395142728,25
subsample_it_2_size_250000,2,250000,jl,ScaleData,1.470044155,25
subsample_it_2_size_250000,2,250000,jl,RunPCA,244.829456115,25
subsample_it_2_size_250000,2,250000,jl,FindNeighbors,14.710381845,25
subsample_it_2_size_250000,2,250000,jl,FindClusters,172.428557646,25
subsample_it_2_size_250000,2,250000,jl,RunUMAP,754.946198347,25
subsample_it_2_size_250000,2,250000,jl,FindAllMarkers,352.936097906,25
subsample_it_2_size_250000,2,250000,jl32,CreateSeuratObject,19.561599351,23
subsample_it_2_size_250000,2,250000,jl32,NormalizeData,11.638882792,23
subsample_it_2_size_250000,2,250000,jl32,FindVariableFeatures,7.243145707,23
subsample_it_2_size_250000,2,250000,jl32,ScaleData,1.886988456,23
subsample_it_2_size_250000,2,250000,jl32,RunPCA,135.938191831,23
subsample_it_2_size_250000,2,250000,jl32,FindNeighbors,13.490535346,23
subsample_it_2_size_250000,2,250000,jl32,FindClusters,141.587376191,23
subsample_it_2_size_250000,2,250000,jl32,RunUMAP,684.946991809,23
subsample_it_2_size_250000,2,250000,jl32,FindAllMarkers,286.796622201,23
subsample_it_2_size_250000,2,250000,py,CreateSeuratObject,17.740717105,21
subsample_it_2_size_250000,2,250000,py,NormalizeData,12.633760305,21
subsample_it_2_size_250000,2,250000,py,FindVariableFeatures,55.112088052,21
subsample_it_2_size_250000,2,250000,py,ScaleData,6.786342154,21
subsample_it_2_size_250000,2,250000,py,RunPCA,72.81278499,21
subsample_it_2_size_250000,2,250000,py,FindNeighbors,36.296327208,21
subsample_it_2_size_250000,2,250000,py,FindClusters,109.799664732,21
subsample_it_2_size_250000,2,250000,py,RunUMAP,804.886297826,21
subsample_it_2_size_250000,2,250000,py,FindAllMarkers,6110.976814464,21
subsample_it_2_size_250000,2,250000,jl32_opt,CreateSeuratObject,19.39193913,24
subsample_it_2_size_250000,2,250000,jl32_opt,NormalizeData,11.798175611,24
subsample_it_2_size_250000,2,250000,jl32_opt,FindVariableFeatures,7.037731874,24
subsample_it_2_size_250000,2,250000,jl32_opt,ScaleData,1.505396032,24
subsample_it_2_size_250000,2,250000,jl32_opt,RunPCA,33.282801285,24
subsample_it_2_size_250000,2,250000,jl32_opt,FindNeighbors,12.735018537,24
subsample_it_2_size_250000,2,250000,jl32_opt,FindClusters,153.603182542,24
subsample_it_2_size_250000,2,250000,jl32_opt,RunUMAP,469.588006428,24
subsample_it_2_size_250000,2,250000,jl32_opt,FindAllMarkers,83.581706446,24
subsample_it_2_size_250000,2,250000,jl_opt,CreateSeuratObject,19.510548984,25
subsample_it_2_size_250000,2,250000,jl_opt,NormalizeData,13.966522373,25
subsample_it_2_size_250000,2,250000,jl_opt,FindVariableFeatures,7.057787892,25
subsample_it_2_size_250000,2,250000,jl_opt,ScaleData,1.808955983,25
subsample_it_2_size_250000,2,250000,jl_opt,RunPCA,40.137289328,25
subsample_it_2_size_250000,2,250000,jl_opt,FindNeighbors,14.731652511,25
subsample_it_2_size_250000,2,250000,jl_opt,FindClusters,168.523112473,25
subsample_it_2_size_250000,2,250000,jl_opt,RunUMAP,509.225753031,25
subsample_it_2_size_250000,2,250000,jl_opt,FindAllMarkers,86.700343567,25
subsample_it_2_size_3000,2,3000,R,CreateSeuratObject,0.79919624,13
subsample_it_2_size_3000,2,3000,R,NormalizeData,0.289820426,13
subsample_it_2_size_3000,2,3000,R,FindVariableFeatures,1.422222754,13
subsample_it_2_size_3000,2,3000,R,ScaleData,0.285946843,13
subsample_it_2_size_3000,2,3000,R,RunPCA,2.366301283,13
subsample_it_2_size_3000,2,3000,R,FindNeighbors,0.661270607,13
subsample_it_2_size_3000,2,3000,R,FindClusters,0.305548416,13
subsample_it_2_size_3000,2,3000,R,RunUMAP,12.498718507,13
subsample_it_2_size_3000,2,3000,R,FindAllMarkers,54.746589879,13
subsample_it_2_size_3000,2,3000,jl,CreateSeuratObject,0.115169751,13
subsample_it_2_size_3000,2,3000,jl,NormalizeData,0.142265525,13
subsample_it_2_size_3000,2,3000,jl,FindVariableFeatures,0.248419091,13
subsample_it_2_size_3000,2,3000,jl,ScaleData,0.013535304,13
subsample_it_2_size_3000,2,3000,jl,RunPCA,1.567615698,13
subsample_it_2_size_3000,2,3000,jl,FindNeighbors,0.077549553,13
subsample_it_2_size_3000,2,3000,jl,FindClusters,0.259585624,13
subsample_it_2_size_3000,2,3000,jl,RunUMAP,7.650045095,13
subsample_it_2_size_3000,2,3000,jl,FindAllMarkers,2.418000906,13
subsample_it_2_size_3000,2,3000,jl32,CreateSeuratObject,0.549576616,13
subsample_it_2_size_3000,2,3000,jl32,NormalizeData,0.130280015,13
subsample_it_2_size_3000,2,3000,jl32,FindVariableFeatures,0.258749801,13
subsample_it_2_size_3000,2,3000,jl32,ScaleData,0.014138967,13
subsample_it_2_size_3000,2,3000,jl32,RunPCA,1.064512373,13
subsample_it_2_size_3000,2,3000,jl32,FindNeighbors,0.115555059,13
subsample_it_2_size_3000,2,3000,jl32,FindClusters,0.215458248,13
subsample_it_2_size_3000,2,3000,jl32,RunUMAP,7.273629519,13
subsample_it_2_size_3000,2,3000,jl32,FindAllMarkers,2.275764346,13
subsample_it_2_size_3000,2,3000,py,CreateSeuratObject,0.189822296,10
subsample_it_2_size_3000,2,3000,py,NormalizeData,0.132650509,10
subsample_it_2_size_3000,2,3000,py,FindVariableFeatures,0.534240629,10
subsample_it_2_size_3000,2,3000,py,ScaleData,0.062444693,10
subsample_it_2_size_3000,2,3000,py,RunPCA,0.568777829,10
subsample_it_2_size_3000,2,3000,py,FindNeighbors,0.28036564,10
subsample_it_2_size_3000,2,3000,py,FindClusters,0.192860792,10
subsample_it_2_size_3000,2,3000,py,RunUMAP,12.366801968,10
subsample_it_2_size_3000,2,3000,py,FindAllMarkers,29.831578536,10
subsample_it_2_size_3000,2,3000,jl32_opt,CreateSeuratObject,0.190752726,13
subsample_it_2_size_3000,2,3000,jl32_opt,NormalizeData,0.094522285,13
subsample_it_2_size_3000,2,3000,jl32_opt,FindVariableFeatures,0.757550571,13
subsample_it_2_size_3000,2,3000,jl32_opt,ScaleData,0.01134353,13
subsample_it_2_size_3000,2,3000,jl32_opt,RunPCA,0.621863015,13
subsample_it_2_size_3000,2,3000,jl32_opt,FindNeighbors,0.060285037,13
subsample_it_2_size_3000,2,3000,jl32_opt,FindClusters,0.235199581,13
subsample_it_2_size_3000,2,3000,jl32_opt,RunUMAP,11.715109852,13
subsample_it_2_size_3000,2,3000,jl32_opt,FindAllMarkers,0.358415193,13
subsample_it_2_size_3000,2,3000,jl_opt,CreateSeuratObject,0.162736228,13
subsample_it_2_size_3000,2,3000,jl_opt,NormalizeData,0.15632938,13
subsample_it_2_size_3000,2,3000,jl_opt,FindVariableFeatures,0.273869123,13
subsample_it_2_size_3000,2,3000,jl_opt,ScaleData,0.013478436,13
subsample_it_2_size_3000,2,3000,jl_opt,RunPCA,0.552046021,13
subsample_it_2_size_3000,2,3000,jl_opt,FindNeighbors,0.065657039,13
subsample_it_2_size_3000,2,3000,jl_opt,FindClusters,0.220418291,13
subsample_it_2_size_3000,2,3000,jl_opt,RunUMAP,12.949625714,13
subsample_it_2_size_3000,2,3000,jl_opt,FindAllMarkers,0.343009408,13
subsample_it_2_size_50000,2,50000,R,CreateSeuratObject,13.001388988,22
subsample_it_2_size_50000,2,50000,R,NormalizeData,3.789201178,22
subsample_it_2_size_50000,2,50000,R,FindVariableFeatures,19.541079212,22
subsample_it_2_size_50000,2,50000,R,ScaleData,4.454680154,22
subsample_it_2_size_50000,2,50000,R,RunPCA,58.816742157,22
subsample_it_2_size_50000,2,50000,R,FindNeighbors,14.572677705,22
subsample_it_2_size_50000,2,50000,R,FindClusters,17.96783721,22
subsample_it_2_size_50000,2,50000,R,RunUMAP,96.617963396,22
subsample_it_2_size_50000,2,50000,R,FindAllMarkers,5612.675078097,22
subsample_it_2_size_50000,2,50000,jl,CreateSeuratObject,2.062652901,23
subsample_it_2_size_50000,2,50000,jl,NormalizeData,2.339347443,23
subsample_it_2_size_50000,2,50000,jl,FindVariableFeatures,1.394584387,23
subsample_it_2_size_50000,2,50000,jl,ScaleData,0.190821159,23
subsample_it_2_size_50000,2,50000,jl,RunPCA,49.434293859,23
subsample_it_2_size_50000,2,50000,jl,FindNeighbors,2.069406243,23
subsample_it_2_size_50000,2,50000,jl,FindClusters,15.188898513,23
subsample_it_2_size_50000,2,50000,jl,RunUMAP,136.469031768,23
subsample_it_2_size_50000,2,50000,jl,FindAllMarkers,67.103347299,23
subsample_it_2_size_50000,2,50000,jl32,CreateSeuratObject,4.726350813,21
subsample_it_2_size_50000,2,50000,jl32,NormalizeData,2.509131298,21
subsample_it_2_size_50000,2,50000,jl32,FindVariableFeatures,4.88502753,21
subsample_it_2_size_50000,2,50000,jl32,ScaleData,0.823762412,21
subsample_it_2_size_50000,2,50000,jl32,RunPCA,33.7218083,21
subsample_it_2_size_50000,2,50000,jl32,FindNeighbors,2.642356489,21
subsample_it_2_size_50000,2,50000,jl32,FindClusters,15.045507188,21
subsample_it_2_size_50000,2,50000,jl32,RunUMAP,134.27702214,21
subsample_it_2_size_50000,2,50000,jl32,FindAllMarkers,71.290248008,21
subsample_it_2_size_50000,2,50000,py,CreateSeuratObject,3.759193952,17
subsample_it_2_size_50000,2,50000,py,NormalizeData,2.551391393,17
subsample_it_2_size_50000,2,50000,py,FindVariableFeatures,10.544689857,17
subsample_it_2_size_50000,2,50000,py,ScaleData,1.499017549,17
subsample_it_2_size_50000,2,50000,py,RunPCA,14.340996556,17
subsample_it_2_size_50000,2,50000,py,FindNeighbors,50.835591878,17
subsample_it_2_size_50000,2,50000,py,FindClusters,9.655565477,17
subsample_it_2_size_50000,2,50000,py,RunUMAP,170.750361931,17
subsample_it_2_size_50000,2,50000,py,FindAllMarkers,1025.909329652,17
subsample_it_2_size_50000,2,50000,jl32_opt,CreateSeuratObject,4.798640131,22
subsample_it_2_size_50000,2,50000,jl32_opt,NormalizeData,2.30333385,22
subsample_it_2_size_50000,2,50000,jl32_opt,FindVariableFeatures,1.842308284,22
subsample_it_2_size_50000,2,50000,jl32_opt,ScaleData,0.267526012,22
subsample_it_2_size_50000,2,50000,jl32_opt,RunPCA,7.345135457,22
subsample_it_2_size_50000,2,50000,jl32_opt,FindNeighbors,1.966081241,22
subsample_it_2_size_50000,2,50000,jl32_opt,FindClusters,15.783386836,22
subsample_it_2_size_50000,2,50000,jl32_opt,RunUMAP,85.581997336,22
subsample_it_2_size_50000,2,50000,jl32_opt,FindAllMarkers,23.537765173,22
subsample_it_2_size_50000,2,50000,jl_opt,CreateSeuratObject,4.626101756,23
subsample_it_2_size_50000,2,50000,jl_opt,NormalizeData,2.820557935,23
subsample_it_2_size_50000,2,50000,jl_opt,FindVariableFeatures,1.836810676,23
subsample_it_2_size_50000,2,50000,jl_opt,ScaleData,0.668171557,23
subsample_it_2_size_50000,2,50000,jl_opt,RunPCA,9.631051251,23
subsample_it_2_size_50000,2,50000,jl_opt,FindNeighbors,2.183216613,23
subsample_it_2_size_50000,2,50000,jl_opt,FindClusters,17.094069728,23
subsample_it_2_size_50000,2,50000,jl_opt,RunUMAP,94.294285168,23
subsample_it_2_size_50000,2,50000,jl_opt,FindAllMarkers,21.04089222,23
subsample_it_2_size_500000,2,500000,R,CreateSeuratObject,198.049913984,27
subsample_it_2_size_500000,2,500000,R,NormalizeData,71.287716851,27
subsample_it_2_size_500000,2,500000,R,FindVariableFeatures,233.680646894,27
subsample_it_2_size_500000,2,500000,R,ScaleData,66.409190031,27
subsample_it_2_size_500000,2,500000,R,RunPCA,655.351156327,27
subsample_it_2_size_500000,2,500000,R,FindNeighbors,197.355831699,27
subsample_it_2_size_500000,2,500000,R,FindClusters,669.39873532,27
subsample_it_2_size_500000,2,500000,R,RunUMAP,1222.862871652,27
subsample_it_2_size_500000,2,500000,R,FindAllMarkers,67639.791054358,27
subsample_it_2_size_500000,2,500000,jl,CreateSeuratObject,35.876045872,31
subsample_it_2_size_500000,2,500000,jl,NormalizeData,27.380040804,31
subsample_it_2_size_500000,2,500000,jl,FindVariableFeatures,13.90833013,31
subsample_it_2_size_500000,2,500000,jl,ScaleData,2.455241795,31
subsample_it_2_size_500000,2,500000,jl,RunPCA,471.535427167,31
subsample_it_2_size_500000,2,500000,jl,FindNeighbors,34.290761232,31
subsample_it_2_size_500000,2,500000,jl,FindClusters,486.476116164,31
subsample_it_2_size_500000,2,500000,jl,RunUMAP,1566.25540456,31
subsample_it_2_size_500000,2,500000,jl,FindAllMarkers,1072.789428883,31
subsample_it_2_size_500000,2,500000,jl32,CreateSeuratObject,36.603533202,33
subsample_it_2_size_500000,2,500000,jl32,NormalizeData,23.095850095,33
subsample_it_2_size_500000,2,500000,jl32,FindVariableFeatures,13.440768687,33
subsample_it_2_size_500000,2,500000,jl32,ScaleData,2.871027689,33
subsample_it_2_size_500000,2,500000,jl32,RunPCA,237.842896797,33
subsample_it_2_size_500000,2,500000,jl32,FindNeighbors,28.270866407,33
subsample_it_2_size_500000,2,500000,jl32,FindClusters,432.086564236,33
subsample_it_2_size_500000,2,500000,jl32,RunUMAP,1501.00192209,33
subsample_it_2_size_500000,2,500000,jl32,FindAllMarkers,882.15489896,33
subsample_it_2_size_500000,2,500000,py,CreateSeuratObject,36.942285146,21
subsample_it_2_size_500000,2,500000,py,NormalizeData,26.143681641,21
subsample_it_2_size_500000,2,500000,py,FindVariableFeatures,210.18340649,21
subsample_it_2_size_500000,2,500000,py,ScaleData,13.452805974,21
subsample_it_2_size_500000,2,500000,py,RunPCA,138.034438525,21
subsample_it_2_size_500000,2,500000,py,FindNeighbors,74.68501647,21
subsample_it_2_size_500000,2,500000,py,FindClusters,382.967054599,21
subsample_it_2_size_500000,2,500000,py,RunUMAP,1709.375473145,21
subsample_it_2_size_500000,2,500000,py,FindAllMarkers,14486.46345049,21
subsample_it_2_size_500000,2,500000,jl32_opt,CreateSeuratObject,37.11451361,35
subsample_it_2_size_500000,2,500000,jl32_opt,NormalizeData,23.451349433,35
subsample_it_2_size_500000,2,500000,jl32_opt,FindVariableFeatures,13.151714298,35
subsample_it_2_size_500000,2,500000,jl32_opt,ScaleData,2.587182244,35
subsample_it_2_size_500000,2,500000,jl32_opt,RunPCA,67.244045544,35
subsample_it_2_size_500000,2,500000,jl32_opt,FindNeighbors,28.647202342,35
subsample_it_2_size_500000,2,500000,jl32_opt,FindClusters,412.757967295,35
subsample_it_2_size_500000,2,500000,jl32_opt,RunUMAP,1026.473737475,35
subsample_it_2_size_500000,2,500000,jl32_opt,FindAllMarkers,257.354974593,35
subsample_it_2_size_500000,2,500000,jl_opt,CreateSeuratObject,36.027247292,29
subsample_it_2_size_500000,2,500000,jl_opt,NormalizeData,27.405271899,29
subsample_it_2_size_500000,2,500000,jl_opt,FindVariableFeatures,12.559908491,29
subsample_it_2_size_500000,2,500000,jl_opt,ScaleData,3.042555801,29
subsample_it_2_size_500000,2,500000,jl_opt,RunPCA,86.540350898,29
subsample_it_2_size_500000,2,500000,jl_opt,FindNeighbors,33.315138742,29
subsample_it_2_size_500000,2,500000,jl_opt,FindClusters,447.016691944,29
subsample_it_2_size_500000,2,500000,jl_opt,RunUMAP,1101.267830404,29
subsample_it_2_size_500000,2,500000,jl_opt,FindAllMarkers,197.267322286,29
subsample_it_2_size_6000,2,6000,R,CreateSeuratObject,1.344023382,14
subsample_it_2_size_6000,2,6000,R,NormalizeData,0.505095054,14
subsample_it_2_size_6000,2,6000,R,FindVariableFeatures,2.589468588,14
subsample_it_2_size_6000,2,6000,R,ScaleData,0.447444887,14
subsample_it_2_size_6000,2,6000,R,RunPCA,5.13002695,14
subsample_it_2_size_6000,2,6000,R,FindNeighbors,1.330515755,14
subsample_it_2_size_6000,2,6000,R,FindClusters,0.580884201,14
subsample_it_2_size_6000,2,6000,R,RunUMAP,23.535003449,14
subsample_it_2_size_6000,2,6000,R,FindAllMarkers,105.989619109,14
subsample_it_2_size_6000,2,6000,jl,CreateSeuratObject,0.22296906,14
subsample_it_2_size_6000,2,6000,jl,NormalizeData,0.267887925,14
subsample_it_2_size_6000,2,6000,jl,FindVariableFeatures,0.328836741,14
subsample_it_2_size_6000,2,6000,jl,ScaleData,0.024814452,14
subsample_it_2_size_6000,2,6000,jl,RunPCA,2.496165193,14
subsample_it_2_size_6000,2,6000,jl,FindNeighbors,0.170012369,14
subsample_it_2_size_6000,2,6000,jl,FindClusters,0.662607017,14
subsample_it_2_size_6000,2,6000,jl,RunUMAP,15.446749165,14
subsample_it_2_size_6000,2,6000,jl,FindAllMarkers,4.826916382,14
subsample_it_2_size_6000,2,6000,jl32,CreateSeuratObject,0.410119183,15
subsample_it_2_size_6000,2,6000,jl32,NormalizeData,0.25333353,15
subsample_it_2_size_6000,2,6000,jl32,FindVariableFeatures,0.398879684,15
subsample_it_2_size_6000,2,6000,jl32,ScaleData,0.025772862,15
subsample_it_2_size_6000,2,6000,jl32,RunPCA,1.742801514,15
subsample_it_2_size_6000,2,6000,jl32,FindNeighbors,0.152102146,15
subsample_it_2_size_6000,2,6000,jl32,FindClusters,0.611240215,15
subsample_it_2_size_6000,2,6000,jl32,RunUMAP,14.532893285,15
subsample_it_2_size_6000,2,6000,jl32,FindAllMarkers,6.147131974,15
subsample_it_2_size_6000,2,6000,py,CreateSeuratObject,0.395938442,11
subsample_it_2_size_6000,2,6000,py,NormalizeData,0.290366867,11
subsample_it_2_size_6000,2,6000,py,FindVariableFeatures,1.151278437,11
subsample_it_2_size_6000,2,6000,py,ScaleData,0.152469693,11
subsample_it_2_size_6000,2,6000,py,RunPCA,0.866692816,11
subsample_it_2_size_6000,2,6000,py,FindNeighbors,0.891119083,11
subsample_it_2_size_6000,2,6000,py,FindClusters,0.402596502,11
subsample_it_2_size_6000,2,6000,py,RunUMAP,17.30804677,11
subsample_it_2_size_6000,2,6000,py,FindAllMarkers,69.524447284,11
subsample_it_2_size_6000,2,6000,jl32_opt,CreateSeuratObject,0.37856607,16
subsample_it_2_size_6000,2,6000,jl32_opt,NormalizeData,0.255772456,16
subsample_it_2_size_6000,2,6000,jl32_opt,FindVariableFeatures,0.360344331,16
subsample_it_2_size_6000,2,6000,jl32_opt,ScaleData,0.018960382,16
subsample_it_2_size_6000,2,6000,jl32_opt,RunPCA,1.562760561,16
subsample_it_2_size_6000,2,6000,jl32_opt,FindNeighbors,0.135137049,16
subsample_it_2_size_6000,2,6000,jl32_opt,FindClusters,0.684484188,16
subsample_it_2_size_6000,2,6000,jl32_opt,RunUMAP,23.672275585,16
subsample_it_2_size_6000,2,6000,jl32_opt,FindAllMarkers,0.793865771,16
subsample_it_2_size_6000,2,6000,jl_opt,CreateSeuratObject,0.385446533,16
subsample_it_2_size_6000,2,6000,jl_opt,NormalizeData,0.31103641,16
subsample_it_2_size_6000,2,6000,jl_opt,FindVariableFeatures,0.361005415,16
subsample_it_2_size_6000,2,6000,jl_opt,ScaleData,0.038277248,16
subsample_it_2_size_6000,2,6000,jl_opt,RunPCA,0.817329008,16
subsample_it_2_size_6000,2,6000,jl_opt,FindNeighbors,0.999094151,16
subsample_it_2_size_6000,2,6000,jl_opt,FindClusters,0.569935037,16
subsample_it_2_size_6000,2,6000,jl_opt,RunUMAP,25.32960883,16
subsample_it_2_size_6000,2,6000,jl_opt,FindAllMarkers,0.803109164,16
subsample_it_2_size_75000,2,75000,R,CreateSeuratObject,20.395903404,25
subsample_it_2_size_75000,2,75000,R,NormalizeData,5.749226787,25
subsample_it_2_size_75000,2,75000,R,FindVariableFeatures,28.882114196,25
subsample_it_2_size_75000,2,75000,R,ScaleData,6.449485419,25
subsample_it_2_size_75000,2,75000,R,RunPCA,89.943377672,25
subsample_it_2_size_75000,2,75000,R,FindNeighbors,22.562570395,25
subsample_it_2_size_75000,2,75000,R,FindClusters,42.792323054,25
subsample_it_2_size_75000,2,75000,R,RunUMAP,154.798182583,25
subsample_it_2_size_75000,2,75000,R,FindAllMarkers,9287.471543887,25
subsample_it_2_size_75000,2,75000,jl,CreateSeuratObject,3.762144367,22
subsample_it_2_size_75000,2,75000,jl,NormalizeData,3.086389969,22
