dataset,it,size,implementation,step,t,clusters
subsample_it_2_size_100000,2,100000,py,FindAllMarkers,1969.867096229,18
subsample_it_2_size_100000,2,100000,jl32_opt,CreateSeuratObject,8.745018496,22
subsample_it_2_size_100000,2,100000,jl32_opt,NormalizeData,4.884560399,22
subsample_it_2_size_100000,2,100000,jl32_opt,FindVariableFeatures,3.466365891,22
subsample_it_2_size_100000,2,100000,jl32_opt,ScaleData,0.812206367,22
subsample_it_2_size_100000,2,100000,jl32_opt,RunPCA,15.489771968,22
subsample_it_2_size_100000,2,100000,jl32_opt,FindNeighbors,4.243257768,22
subsample_it_2_size_100000,2,100000,jl32_opt,FindClusters,47.185617805,22
subsample_it_2_size_100000,2,100000,jl32_opt,RunUMAP,175.724435123,22
subsample_it_2_size_100000,2,100000,jl32_opt,FindAllMarkers,40.896485907,22
subsample_it_2_size_100000,2,100000,jl_opt,CreateSeuratObject,8.235969035,23
subsample_it_2_size_100000,2,100000,jl_opt,NormalizeData,5.503615465,23
subsample_it_2_size_100000,2,100000,jl_opt,FindVariableFeatures,3.276975782,23
subsample_it_2_size_100000,2,100000,jl_opt,ScaleData,0.934206225,23
subsample_it_2_size_100000,2,100000,jl_opt,RunPCA,17.885602741,23
subsample_it_2_size_100000,2,100000,jl_opt,FindNeighbors,4.538749779,23
subsample_it_2_size_100000,2,100000,jl_opt,FindClusters,68.009497049,23
subsample_it_2_size_100000,2,100000,jl_opt,RunUMAP,189.409010051,23
subsample_it_2_size_100000,2,100000,jl_opt,FindAllMarkers,41.622024939,23
subsample_it_2_size_12000,2,12000,R,CreateSeuratObject,5.658317912,18
subsample_it_2_size_12000,2,12000,R,NormalizeData,1.755896595,18
subsample_it_2_size_12000,2,12000,R,FindVariableFeatures,4.905779429,18
subsample_it_2_size_12000,2,12000,R,ScaleData,1.494368366,18
subsample_it_2_size_12000,2,12000,R,RunPCA,11.856115388,18
subsample_it_2_size_12000,2,12000,R,FindNeighbors,3.372171585,18
subsample_it_2_size_12000,2,12000,R,FindClusters,1.519005792,18
subsample_it_2_size_12000,2,12000,R,RunUMAP,21.841105722,18
subsample_it_2_size_12000,2,12000,R,FindAllMarkers,310.249435138,18
subsample_it_2_size_12000,2,12000,jl,CreateSeuratObject,0.850005881,18
subsample_it_2_size_12000,2,12000,jl,NormalizeData,0.661123538,18
subsample_it_2_size_12000,2,12000,jl,FindVariableFeatures,0.46526713,18
subsample_it_2_size_12000,2,12000,jl,ScaleData,0.068280716,18
subsample_it_2_size_12000,2,12000,jl,RunPCA,6.626044145,18
subsample_it_2_size_12000,2,12000,jl,FindNeighbors,0.412249554,18
subsample_it_2_size_12000,2,12000,jl,FindClusters,1.532385882,18
subsample_it_2_size_12000,2,12000,jl,RunUMAP,32.691570339,18
subsample_it_2_size_12000,2,12000,jl,FindAllMarkers,13.984162261,18
subsample_it_2_size_12000,2,12000,jl32,CreateSeuratObject,0.932918605,17
subsample_it_2_size_12000,2,12000,jl32,NormalizeData,0.522933022,17
subsample_it_2_size_12000,2,12000,jl32,FindVariableFeatures,0.504428509,17
subsample_it_2_size_12000,2,12000,jl32,ScaleData,0.090117123,17
subsample_it_2_size_12000,2,12000,jl32,RunPCA,3.765306432,17
subsample_it_2_size_12000,2,12000,jl32,FindNeighbors,0.307070211,17
subsample_it_2_size_12000,2,12000,jl32,FindClusters,1.496717939,17
subsample_it_2_size_12000,2,12000,jl32,RunUMAP,29.11152115,17
subsample_it_2_size_12000,2,12000,jl32,FindAllMarkers,11.472598676,17
subsample_it_2_size_12000,2,12000,py,CreateSeuratObject,0.851875863,15
subsample_it_2_size_12000,2,12000,py,NormalizeData,0.588097328,15
subsample_it_2_size_12000,2,12000,py,FindVariableFeatures,2.443124921,15
subsample_it_2_size_12000,2,12000,py,ScaleData,0.303485434,15
subsample_it_2_size_12000,2,12000,py,RunPCA,2.512592679,15
subsample_it_2_size_12000,2,12000,py,FindNeighbors,2.303270688,15
subsample_it_2_size_12000,2,12000,py,FindClusters,1.00802876,15
subsample_it_2_size_12000,2,12000,py,RunUMAP,33.61576092,15
subsample_it_2_size_12000,2,12000,py,FindAllMarkers,194.457404492,15
subsample_it_2_size_12000,2,12000,jl32_opt,CreateSeuratObject,1.300658716,18
subsample_it_2_size_12000,2,12000,jl32_opt,NormalizeData,0.512586312,18
subsample_it_2_size_12000,2,12000,jl32_opt,FindVariableFeatures,0.555215488,18
subsample_it_2_size_12000,2,12000,jl32_opt,ScaleData,0.052004917,18
subsample_it_2_size_12000,2,12000,jl32_opt,RunPCA,1.653891277,18
subsample_it_2_size_12000,2,12000,jl32_opt,FindNeighbors,0.285542388,18
subsample_it_2_size_12000,2,12000,jl32_opt,FindClusters,1.635634192,18
subsample_it_2_size_12000,2,12000,jl32_opt,RunUMAP,19.772857698,18
subsample_it_2_size_12000,2,12000,jl32_opt,FindAllMarkers,4.396629054,18
subsample_it_2_size_12000,2,12000,jl_opt,CreateSeuratObject,2.376966022,16
subsample_it_2_size_12000,2,12000,jl_opt,NormalizeData,0.655589213,16
subsample_it_2_size_12000,2,12000,jl_opt,FindVariableFeatures,0.741121985,16
subsample_it_2_size_12000,2,12000,jl_opt,ScaleData,0.04795421,16
subsample_it_2_size_12000,2,12000,jl_opt,RunPCA,1.789906497,16
subsample_it_2_size_12000,2,12000,jl_opt,FindNeighbors,0.438249005,16
subsample_it_2_size_12000,2,12000,jl_opt,FindClusters,1.374092531,16
subsample_it_2_size_12000,2,12000,jl_opt,RunUMAP,21.45665093,16
subsample_it_2_size_12000,2,12000,jl_opt,FindAllMarkers,1.39748397,16
subsample_it_2_size_125000,2,125000,R,CreateSeuratObject,43.657900628,25
subsample_it_2_size_125000,2,125000,R,NormalizeData,16.477819496,25
subsample_it_2_size_125000,2,125000,R,FindVariableFeatures,49.930435757,25
subsample_it_2_size_125000,2,125000,R,ScaleData,15.68646194,25
subsample_it_2_size_125000,2,125000,R,RunPCA,154.101283034,25
subsample_it_2_size_125000,2,125000,R,FindNeighbors,41.760054408,25
subsample_it_2_size_125000,2,125000,R,FindClusters,75.347476686,25
subsample_it_2_size_125000,2,125000,R,RunUMAP,260.308404849,25
subsample_it_2_size_125000,2,125000,R,FindAllMarkers,16218.127380509,25
subsample_it_2_size_125000,2,125000,jl,CreateSeuratObject,9.965240527,26
subsample_it_2_size_125000,2,125000,jl,NormalizeData,6.861159814,26
subsample_it_2_size_125000,2,125000,jl,FindVariableFeatures,3.605323981,26
subsample_it_2_size_125000,2,125000,jl,ScaleData,0.952349097,26
subsample_it_2_size_125000,2,125000,jl,RunPCA,124.867769606,26
subsample_it_2_size_125000,2,125000,jl,FindNeighbors,6.65112991,26
subsample_it_2_size_125000,2,125000,jl,FindClusters,72.072858622,26
subsample_it_2_size_125000,2,125000,jl,RunUMAP,360.042008733,26
subsample_it_2_size_125000,2,125000,jl,FindAllMarkers,173.65059382,26
subsample_it_2_size_125000,2,125000,jl32,CreateSeuratObject,10.233077369,24
subsample_it_2_size_125000,2,125000,jl32,NormalizeData,5.907029758,24
subsample_it_2_size_125000,2,125000,jl32,FindVariableFeatures,3.558311526,24
subsample_it_2_size_125000,2,125000,jl32,ScaleData,0.970331807,24
subsample_it_2_size_125000,2,125000,jl32,RunPCA,63.74699814,24
subsample_it_2_size_125000,2,125000,jl32,FindNeighbors,5.349892793,24
subsample_it_2_size_125000,2,125000,jl32,FindClusters,62.182704447,24
subsample_it_2_size_125000,2,125000,jl32,RunUMAP,321.285501491,24
subsample_it_2_size_125000,2,125000,jl32,FindAllMarkers,144.841211053,24
subsample_it_2_size_125000,2,125000,py,CreateSeuratObject,8.748927274,19
subsample_it_2_size_125000,2,125000,py,NormalizeData,6.25842938,19
subsample_it_2_size_125000,2,125000,py,FindVariableFeatures,25.372631806,19
subsample_it_2_size_125000,2,125000,py,ScaleData,3.141158454,19
subsample_it_2_size_125000,2,125000,py,RunPCA,42.592787553,19
subsample_it_2_size_125000,2,125000,py,FindNeighbors,18.234075134,19
subsample_it_2_size_125000,2,125000,py,FindClusters,31.418375474,19
subsample_it_2_size_125000,2,125000,py,RunUMAP,395.700958485,19
subsample_it_2_size_125000,2,125000,py,FindAllMarkers,2491.910891878,19
subsample_it_2_size_125000,2,125000,jl32_opt,CreateSeuratObject,9.934204284,24
subsample_it_2_size_125000,2,125000,jl32_opt,NormalizeData,5.709618751,24
subsample_it_2_size_125000,2,125000,jl32_opt,FindVariableFeatures,3.505798925,24
subsample_it_2_size_125000,2,125000,jl32_opt,ScaleData,0.847333699,24
subsample_it_2_size_125000,2,125000,jl32_opt,RunPCA,17.129932462,24
subsample_it_2_size_125000,2,125000,jl32_opt,FindNeighbors,5.184085421,24
subsample_it_2_size_125000,2,125000,jl32_opt,FindClusters,60.26613913,24
subsample_it_2_size_125000,2,125000,jl32_opt,RunUMAP,221.819419271,24
subsample_it_2_size_125000,2,125000,jl32_opt,FindAllMarkers,52.737081401,24
subsample_it_2_size_125000,2,125000,jl_opt,CreateSeuratObject,10.261520091,25
subsample_it_2_size_125000,2,125000,jl_opt,NormalizeData,6.801612699,25
subsample_it_2_size_125000,2,125000,jl_opt,FindVariableFeatures,3.796959174,25
subsample_it_2_size_125000,2,125000,jl_opt,ScaleData,1.027750522,25
subsample_it_2_size_125000,2,125000,jl_opt,RunPCA,22.107461708,25
subsample_it_2_size_125000,2,125000,jl_opt,FindNeighbors,6.1640969,25
subsample_it_2_size_125000,2,125000,jl_opt,FindClusters,72.276972107,25
subsample_it_2_size_125000,2,125000,jl_opt,RunUMAP,240.145043099,25
subsample_it_2_size_125000,2,125000,jl_opt,FindAllMarkers,54.787619812,25
subsample_it_2_size_25000,2,25000,R,CreateSeuratObject,10.061483286,20
subsample_it_2_size_25000,2,25000,R,NormalizeData,3.328067224,20
subsample_it_2_size_25000,2,25000,R,FindVariableFeatures,10.225731708,20
subsample_it_2_size_25000,2,25000,R,ScaleData,3.43594134,20
subsample_it_2_size_25000,2,25000,R,RunPCA,25.622795513,20
subsample_it_2_size_25000,2,25000,R,FindNeighbors,7.069299847,20
subsample_it_2_size_25000,2,25000,R,FindClusters,5.342734864,20
subsample_it_2_size_25000,2,25000,R,RunUMAP,46.964115383,20
subsample_it_2_size_25000,2,25000,R,FindAllMarkers,809.812697997,20
subsample_it_2_size_25000,2,25000,jl,CreateSeuratObject,1.738034442,21
subsample_it_2_size_25000,2,25000,jl,NormalizeData,1.558523763,21
subsample_it_2_size_25000,2,25000,jl,FindVariableFeatures,0.842798332,21
subsample_it_2_size_25000,2,25000,jl,ScaleData,0.110265823,21
subsample_it_2_size_25000,2,25000,jl,RunPCA,18.61366037,21
subsample_it_2_size_25000,2,25000,jl,FindNeighbors,1.157810201,21
subsample_it_2_size_25000,2,25000,jl,FindClusters,4.08150307,21
subsample_it_2_size_25000,2,25000,jl,RunUMAP,68.682705493,21
subsample_it_2_size_25000,2,25000,jl,FindAllMarkers,33.659594396,21
subsample_it_2_size_25000,2,25000,jl32,CreateSeuratObject,3.251751326,21
subsample_it_2_size_25000,2,25000,jl32,NormalizeData,1.164885471,21
subsample_it_2_size_25000,2,25000,jl32,FindVariableFeatures,1.036393212,21
subsample_it_2_size_25000,2,25000,jl32,ScaleData,0.075609363,21
subsample_it_2_size_25000,2,25000,jl32,RunPCA,11.144096208,21
subsample_it_2_size_25000,2,25000,jl32,FindNeighbors,0.768824356,21
subsample_it_2_size_25000,2,25000,jl32,FindClusters,4.416414089,21
subsample_it_2_size_25000,2,25000,jl32,RunUMAP,61.152787435,21
subsample_it_2_size_25000,2,25000,jl32,FindAllMarkers,32.615961753,21
subsample_it_2_size_25000,2,25000,py,CreateSeuratObject,1.631657917,15
subsample_it_2_size_25000,2,25000,py,NormalizeData,1.218522107,15
subsample_it_2_size_25000,2,25000,py,FindVariableFeatures,4.823504885,15
subsample_it_2_size_25000,2,25000,py,ScaleData,0.62618319,15
subsample_it_2_size_25000,2,25000,py,RunPCA,6.846031614,15
subsample_it_2_size_25000,2,25000,py,FindNeighbors,4.331157052,15
subsample_it_2_size_25000,2,25000,py,FindClusters,3.603670411,15
subsample_it_2_size_25000,2,25000,py,RunUMAP,71.566433257,15
subsample_it_2_size_25000,2,25000,py,FindAllMarkers,372.732249023,15
subsample_it_2_size_25000,2,25000,jl32_opt,CreateSeuratObject,2.798561167,21
subsample_it_2_size_25000,2,25000,jl32_opt,NormalizeData,1.215274122,21
subsample_it_2_size_25000,2,25000,jl32_opt,FindVariableFeatures,0.942004114,21
subsample_it_2_size_25000,2,25000,jl32_opt,ScaleData,0.121773436,21
subsample_it_2_size_25000,2,25000,jl32_opt,RunPCA,3.528987225,21
subsample_it_2_size_25000,2,25000,jl32_opt,FindNeighbors,0.797645104,21
subsample_it_2_size_25000,2,25000,jl32_opt,FindClusters,4.257153335,21
subsample_it_2_size_25000,2,25000,jl32_opt,RunUMAP,41.98431792,21
subsample_it_2_size_25000,2,25000,jl32_opt,FindAllMarkers,3.72721585,21
subsample_it_2_size_25000,2,25000,jl_opt,CreateSeuratObject,3.501372643,20
subsample_it_2_size_25000,2,25000,jl_opt,NormalizeData,1.658518157,20
subsample_it_2_size_25000,2,25000,jl_opt,FindVariableFeatures,0.876692017,20
subsample_it_2_size_25000,2,25000,jl_opt,ScaleData,0.549913999,20
subsample_it_2_size_25000,2,25000,jl_opt,RunPCA,5.268791165,20
subsample_it_2_size_25000,2,25000,jl_opt,FindNeighbors,0.894419878,20
subsample_it_2_size_25000,2,25000,jl_opt,FindClusters,5.158747964,20
subsample_it_2_size_25000,2,25000,jl_opt,RunUMAP,44.66819344,20
subsample_it_2_size_25000,2,25000,jl_opt,FindAllMarkers,5.504963329,20
subsample_it_2_size_250000,2,250000,R,CreateSeuratObject,96.106188927,27
subsample_it_2_size_250000,2,250000,R,NormalizeData,33.740722329,27
subsample_it_2_size_250000,2,250000,R,FindVariableFeatures,108.009085827,27
subsample_it_2_size_250000,2,250000,R,ScaleData,30.929726657,27
subsample_it_2_size_250000,2,250000,R,RunPCA,275.931209262,27
subsample_it_2_size_250000,2,250000,R,FindNeighbors,90.423997725,27
subsample_it_2_size_250000,2,250000,R,FindClusters,281.443560742,27
subsample_it_2_size_250000,2,250000,R,RunUMAP,551.199816865,27
subsample_it_2_size_250000,2,250000,R,FindAllMarkers,31605.538463819,27
subsample_it_2_size_250000,2,250000,jl,CreateSeuratObject,19.554270116,25
subsample_it_2_size_250000,2,250000,jl,NormalizeData,13.688191393,25
subsample_it_2_size_250000,2,250000,jl,FindVariableFeatures,6.511878136,25
subsample_it_2_size_250000,2,250000,jl,ScaleData,1.832176328,25
subsample_it_2_size_250000,2,250000,jl,RunPCA,244.36887496,25
subsample_it_2_size_250000,2,250000,jl,FindNeighbors,15.541362174,25
subsample_it_2_size_250000,2,250000,jl,FindClusters,190.543915648,25
subsample_it_2_size_250000,2,250000,jl,RunUMAP,765.496985847,25
subsample_it_2_size_250000,2,250000,jl,FindAllMarkers,328.378560458,25
subsample_it_2_size_250000,2,250000,jl32,CreateSeuratObject,19.623351833,23
subsample_it_2_size_250000,2,250000,jl32,NormalizeData,11.780217781,23
subsample_it_2_size_250000,2,250000,jl32,FindVariableFeatures,6.776396707,23
subsample_it_2_size_250000,2,250000,jl32,ScaleData,1.786869833,23
subsample_it_2_size_250000,2,250000,jl32,RunPCA,137.315201009,23
subsample_it_2_size_250000,2,250000,jl32,FindNeighbors,12.798395114,23
subsample_it_2_size_250000,2,250000,jl32,FindClusters,150.825735084,23
subsample_it_2_size_250000,2,250000,jl32,RunUMAP,667.352514153,23
subsample_it_2_size_250000,2,250000,jl32,FindAllMarkers,307.726470449,23
subsample_it_2_size_250000,2,250000,py,CreateSeuratObject,17.51112319,21
subsample_it_2_size_250000,2,250000,py,NormalizeData,12.53226112,21
subsample_it_2_size_250000,2,250000,py,FindVariableFeatures,54.39130644,21
subsample_it_2_size_250000,2,250000,py,ScaleData,6.691690006,21
subsample_it_2_size_250000,2,250000,py,RunPCA,81.053871201,21
subsample_it_2_size_250000,2,250000,py,FindNeighbors,36.379343303,21
subsample_it_2_size_250000,2,250000,py,FindClusters,113.067222567,21
subsample_it_2_size_250000,2,250000,py,RunUMAP,805.63899582,21
subsample_it_2_size_250000,2,250000,py,FindAllMarkers,6019.972666501,21
subsample_it_2_size_250000,2,250000,jl32_opt,CreateSeuratObject,19.848500731,25
subsample_it_2_size_250000,2,250000,jl32_opt,NormalizeData,11.979749678,25
subsample_it_2_size_250000,2,250000,jl32_opt,FindVariableFeatures,7.100342003,25
subsample_it_2_size_250000,2,250000,jl32_opt,ScaleData,1.532591426,25
subsample_it_2_size_250000,2,250000,jl32_opt,RunPCA,33.348822035,25
subsample_it_2_size_250000,2,250000,jl32_opt,FindNeighbors,13.823724043,25
subsample_it_2_size_250000,2,250000,jl32_opt,FindClusters,166.47466243,25
subsample_it_2_size_250000,2,250000,jl32_opt,RunUMAP,470.817916901,25
subsample_it_2_size_250000,2,250000,jl32_opt,FindAllMarkers,100.91948404,25
subsample_it_2_size_250000,2,250000,jl_opt,CreateSeuratObject,19.875251816,24
subsample_it_2_size_250000,2,250000,jl_opt,NormalizeData,14.718517421,24
subsample_it_2_size_250000,2,250000,jl_opt,FindVariableFeatures,7.260264881,24
subsample_it_2_size_250000,2,250000,jl_opt,ScaleData,1.824246392,24
subsample_it_2_size_250000,2,250000,jl_opt,RunPCA,43.904549146,24
subsample_it_2_size_250000,2,250000,jl_opt,FindNeighbors,15.139086909,24
subsample_it_2_size_250000,2,250000,jl_opt,FindClusters,171.746505885,24
subsample_it_2_size_250000,2,250000,jl_opt,RunUMAP,510.538874196,24
subsample_it_2_size_250000,2,250000,jl_opt,FindAllMarkers,84.975899734,24
subsample_it_2_size_3000,2,3000,R,CreateSeuratObject,1.824413913,13
subsample_it_2_size_3000,2,3000,R,NormalizeData,0.8730371,13
subsample_it_2_size_3000,2,3000,R,FindVariableFeatures,1.497716042,13
subsample_it_2_size_3000,2,3000,R,ScaleData,0.345913962,13
subsample_it_2_size_3000,2,3000,R,RunPCA,3.41475122,13
subsample_it_2_size_3000,2,3000,R,FindNeighbors,0.783126702,13
subsample_it_2_size_3000,2,3000,R,FindClusters,0.318193115,13
subsample_it_2_size_3000,2,3000,R,RunUMAP,11.984499831,13
subsample_it_2_size_3000,2,3000,R,FindAllMarkers,61.03539706,13
subsample_it_2_size_3000,2,3000,jl,CreateSeuratObject,0.228901336,13
subsample_it_2_size_3000,2,3000,jl,NormalizeData,0.158947344,13
subsample_it_2_size_3000,2,3000,jl,FindVariableFeatures,0.264479949,13
subsample_it_2_size_3000,2,3000,jl,ScaleData,0.017457722,13
subsample_it_2_size_3000,2,3000,jl,RunPCA,1.542482914,13
subsample_it_2_size_3000,2,3000,jl,FindNeighbors,0.118673532,13
subsample_it_2_size_3000,2,3000,jl,FindClusters,0.216195566,13
subsample_it_2_size_3000,2,3000,jl,RunUMAP,8.126311662,13
subsample_it_2_size_3000,2,3000,jl,FindAllMarkers,2.857547192,13
subsample_it_2_size_3000,2,3000,jl32,CreateSeuratObject,0.191127876,13
subsample_it_2_size_3000,2,3000,jl32,NormalizeData,0.122944482,13
subsample_it_2_size_3000,2,3000,jl32,FindVariableFeatures,0.24107255,13
subsample_it_2_size_3000,2,3000,jl32,ScaleData,0.015399683,13
subsample_it_2_size_3000,2,3000,jl32,RunPCA,1.111663441,13
subsample_it_2_size_3000,2,3000,jl32,FindNeighbors,0.061110317,13
subsample_it_2_size_3000,2,3000,jl32,FindClusters,0.204998929,13
subsample_it_2_size_3000,2,3000,jl32,RunUMAP,7.186543295,13
subsample_it_2_size_3000,2,3000,jl32,FindAllMarkers,2.241526,13
subsample_it_2_size_3000,2,3000,py,CreateSeuratObject,0.139224737,10
subsample_it_2_size_3000,2,3000,py,NormalizeData,0.128196622,10
subsample_it_2_size_3000,2,3000,py,FindVariableFeatures,0.516853842,10
subsample_it_2_size_3000,2,3000,py,ScaleData,0.057550135,10
subsample_it_2_size_3000,2,3000,py,RunPCA,0.580204771,10
subsample_it_2_size_3000,2,3000,py,FindNeighbors,0.284259671,10
subsample_it_2_size_3000,2,3000,py,FindClusters,0.194691704,10
subsample_it_2_size_3000,2,3000,py,RunUMAP,12.842896499,10
subsample_it_2_size_3000,2,3000,py,FindAllMarkers,31.334195929,10
subsample_it_2_size_3000,2,3000,jl32_opt,CreateSeuratObject,0.196277851,13
subsample_it_2_size_3000,2,3000,jl32_opt,NormalizeData,0.133183835,13
subsample_it_2_size_3000,2,3000,jl32_opt,FindVariableFeatures,0.293592324,13
subsample_it_2_size_3000,2,3000,jl32_opt,ScaleData,0.012531374,13
subsample_it_2_size_3000,2,3000,jl32_opt,RunPCA,0.585459379,13
subsample_it_2_size_3000,2,3000,jl32_opt,FindNeighbors,0.081412493,13
subsample_it_2_size_3000,2,3000,jl32_opt,FindClusters,0.230358486,13
subsample_it_2_size_3000,2,3000,jl32_opt,RunUMAP,11.846986294,13
subsample_it_2_size_3000,2,3000,jl32_opt,FindAllMarkers,0.375678296,13
subsample_it_2_size_3000,2,3000,jl_opt,CreateSeuratObject,0.213860019,13
subsample_it_2_size_3000,2,3000,jl_opt,NormalizeData,0.160366964,13
subsample_it_2_size_3000,2,3000,jl_opt,FindVariableFeatures,0.330575951,13
subsample_it_2_size_3000,2,3000,jl_opt,ScaleData,0.019529031,13
subsample_it_2_size_3000,2,3000,jl_opt,RunPCA,0.592069918,13
subsample_it_2_size_3000,2,3000,jl_opt,FindNeighbors,0.079200915,13
subsample_it_2_size_3000,2,3000,jl_opt,FindClusters,0.223672999,13
subsample_it_2_size_3000,2,3000,jl_opt,RunUMAP,12.630822897,13
subsample_it_2_size_3000,2,3000,jl_opt,FindAllMarkers,0.318040132,13
subsample_it_2_size_50000,2,50000,R,CreateSeuratObject,19.050698899,22
subsample_it_2_size_50000,2,50000,R,NormalizeData,6.723238571,22
subsample_it_2_size_50000,2,50000,R,FindVariableFeatures,20.95332178,22
subsample_it_2_size_50000,2,50000,R,ScaleData,6.009363498,22
subsample_it_2_size_50000,2,50000,R,RunPCA,58.004343498,22
subsample_it_2_size_50000,2,50000,R,FindNeighbors,13.949104195,22
subsample_it_2_size_50000,2,50000,R,FindClusters,15.88627764,22
subsample_it_2_size_50000,2,50000,R,RunUMAP,95.325110543,22
subsample_it_2_size_50000,2,50000,R,FindAllMarkers,5483.72342674,22
subsample_it_2_size_50000,2,50000,jl,CreateSeuratObject,4.060149397,23
subsample_it_2_size_50000,2,50000,jl,NormalizeData,2.764042662,23
subsample_it_2_size_50000,2,50000,jl,FindVariableFeatures,1.481199725,23
subsample_it_2_size_50000,2,50000,jl,ScaleData,0.245331314,23
subsample_it_2_size_50000,2,50000,jl,RunPCA,46.001086596,23
subsample_it_2_size_50000,2,50000,jl,FindNeighbors,2.152081499,23
subsample_it_2_size_50000,2,50000,jl,FindClusters,15.633199607,23
subsample_it_2_size_50000,2,50000,jl,RunUMAP,142.080725361,23
subsample_it_2_size_50000,2,50000,jl,FindAllMarkers,59.68677698,23
subsample_it_2_size_50000,2,50000,jl32,CreateSeuratObject,5.017256659,20
subsample_it_2_size_50000,2,50000,jl32,NormalizeData,2.335050187,20
subsample_it_2_size_50000,2,50000,jl32,FindVariableFeatures,1.64278921,20
subsample_it_2_size_50000,2,50000,jl32,ScaleData,0.148645238,20
subsample_it_2_size_50000,2,50000,jl32,RunPCA,25.261939349,20
subsample_it_2_size_50000,2,50000,jl32,FindNeighbors,1.403489016,20
subsample_it_2_size_50000,2,50000,jl32,FindClusters,16.799823268,20
subsample_it_2_size_50000,2,50000,jl32,RunUMAP,126.472449355,20
subsample_it_2_size_50000,2,50000,jl32,FindAllMarkers,57.040247198,20
subsample_it_2_size_50000,2,50000,py,CreateSeuratObject,3.424657234,17
subsample_it_2_size_50000,2,50000,py,NormalizeData,2.482038876,17
subsample_it_2_size_50000,2,50000,py,FindVariableFeatures,10.064926327,17
subsample_it_2_size_50000,2,50000,py,ScaleData,1.27529965,17
subsample_it_2_size_50000,2,50000,py,RunPCA,15.974460997,17
subsample_it_2_size_50000,2,50000,py,FindNeighbors,7.957953168,17
subsample_it_2_size_50000,2,50000,py,FindClusters,8.569801239,17
subsample_it_2_size_50000,2,50000,py,RunUMAP,152.90177761,17
subsample_it_2_size_50000,2,50000,py,FindAllMarkers,935.9917229,17
subsample_it_2_size_50000,2,50000,jl32_opt,CreateSeuratObject,5.336479929,21
subsample_it_2_size_50000,2,50000,jl32_opt,NormalizeData,2.296291088,21
subsample_it_2_size_50000,2,50000,jl32_opt,FindVariableFeatures,2.056053329,21
subsample_it_2_size_50000,2,50000,jl32_opt,ScaleData,0.325068505,21
subsample_it_2_size_50000,2,50000,jl32_opt,RunPCA,8.476254789,21
subsample_it_2_size_50000,2,50000,jl32_opt,FindNeighbors,2.01975003,21
subsample_it_2_size_50000,2,50000,jl32_opt,FindClusters,14.776187755,21
subsample_it_2_size_50000,2,50000,jl32_opt,RunUMAP,87.177384564,21
subsample_it_2_size_50000,2,50000,jl32_opt,FindAllMarkers,20.023384054,21
subsample_it_2_size_50000,2,50000,jl_opt,CreateSeuratObject,4.706109498,22
subsample_it_2_size_50000,2,50000,jl_opt,NormalizeData,2.802204042,22
subsample_it_2_size_50000,2,50000,jl_opt,FindVariableFeatures,1.892341208,22
subsample_it_2_size_50000,2,50000,jl_opt,ScaleData,0.653741269,22
subsample_it_2_size_50000,2,50000,jl_opt,RunPCA,9.892346619,22
subsample_it_2_size_50000,2,50000,jl_opt,FindNeighbors,2.292274762,22
subsample_it_2_size_50000,2,50000,jl_opt,FindClusters,16.899277362,22
subsample_it_2_size_50000,2,50000,jl_opt,RunUMAP,93.20251595,22
subsample_it_2_size_50000,2,50000,jl_opt,FindAllMarkers,21.069214656,22
subsample_it_2_size_500000,2,500000,R,CreateSeuratObject,199.085464011,27
subsample_it_2_size_500000,2,500000,R,NormalizeData,69.764876345,27
subsample_it_2_size_500000,2,500000,R,FindVariableFeatures,231.788506206,27
subsample_it_2_size_500000,2,500000,R,ScaleData,67.30909422,27
subsample_it_2_size_500000,2,500000,R,RunPCA,655.152268967,27
subsample_it_2_size_500000,2,500000,R,FindNeighbors,198.014248061,27
subsample_it_2_size_500000,2,500000,R,FindClusters,665.27436357,27
subsample_it_2_size_500000,2,500000,R,RunUMAP,1181.53659266,27
subsample_it_2_size_500000,2,500000,R,FindAllMarkers,69272.336096322,27
subsample_it_2_size_500000,2,500000,jl,CreateSeuratObject,45.306869817,29
subsample_it_2_size_500000,2,500000,jl,NormalizeData,29.359887108,29
subsample_it_2_size_500000,2,500000,jl,FindVariableFeatures,12.69469681,29
subsample_it_2_size_500000,2,500000,jl,ScaleData,3.035192732,29
subsample_it_2_size_500000,2,500000,jl,RunPCA,476.955746785,29
subsample_it_2_size_500000,2,500000,jl,FindNeighbors,34.055494422,29
subsample_it_2_size_500000,2,500000,jl,FindClusters,422.721802956,29
subsample_it_2_size_500000,2,500000,jl,RunUMAP,1673.07808412,29
subsample_it_2_size_500000,2,500000,jl,FindAllMarkers,883.743234855,29
subsample_it_2_size_500000,2,500000,jl32,CreateSeuratObject,37.651884076,29
subsample_it_2_size_500000,2,500000,jl32,NormalizeData,25.530356368,29
subsample_it_2_size_500000,2,500000,jl32,FindVariableFeatures,15.732484589,29
subsample_it_2_size_500000,2,500000,jl32,ScaleData,3.343921758,29
subsample_it_2_size_500000,2,500000,jl32,RunPCA,269.516206505,29
subsample_it_2_size_500000,2,500000,jl32,FindNeighbors,28.005772193,29
subsample_it_2_size_500000,2,500000,jl32,FindClusters,424.267914906,29
subsample_it_2_size_500000,2,500000,jl32,RunUMAP,1424.83338815,29
subsample_it_2_size_500000,2,500000,jl32,FindAllMarkers,744.67683263,29
